AccelNorm_0,GyroNorm_0,AccelNorm_1,GyroNorm_1,AccelNorm_2,GyroNorm_2,AccelNorm_3,GyroNorm_3,Label
0.5448033213615417,0.40673157572746277,0.4719689190387726,0.23794327676296234,0.49899932742118835,0.03823336213827133,0.5011866688728333,0.07235808670520782,something
0.5455901622772217,0.28642287850379944,0.47736015915870667,0.3846468925476074,0.4950968325138092,0.013315916992723942,0.4883941113948822,0.033780429512262344,something
0.5452831387519836,0.2056591659784317,0.487330824136734,0.38905683159828186,0.49444055557250977,0.0069961100816726685,0.4876514673233032,0.04764271154999733,something
0.5047528147697449,0.17504775524139404,0.48647409677505493,0.3820159435272217,0.4925171434879303,0.010881003923714161,0.48276832699775696,0.02811972238123417,something
0.47935187816619873,0.0866694524884224,0.5102039575576782,0.23195046186447144,0.49308761954307556,0.010993357747793198,0.49208372831344604,0.022756822407245636,something
0.47879263758659363,0.10793768614530563,0.5123012661933899,0.1848909705877304,0.49337106943130493,0.014229806140065193,0.4950711131095886,0.05865547060966492,something
0.48101672530174255,0.17517562210559845,0.517402708530426,0.0782264694571495,0.49263641238212585,0.007684572599828243,0.4976004362106323,0.0475207082927227,something
0.5259908437728882,0.24226804077625275,0.5286839604377747,0.32800203561782837,0.49289488792419434,0.006221872754395008,0.4955849349498749,0.03635513782501221,something
0.5284088253974915,0.2632862627506256,0.5511804819107056,0.5777603983879089,0.4925857186317444,0.005479142535477877,0.4968583583831787,0.04779583588242531,something
0.5455650687217712,0.31075555086135864,0.5591530203819275,0.8984395861625671,0.49277371168136597,0.01100932527333498,0.4980616569519043,0.08277469873428345,something
0.544567346572876,0.35345539450645447,0.5006282925605774,0.39628589153289795,0.49285203218460083,0.012689243070781231,0.49742311239242554,0.06163649260997772,something
0.5370361804962158,0.5218591094017029,0.5165573954582214,0.2905109226703644,0.4929807186126709,0.017446080222725868,0.49407705664634705,0.027459993958473206,something
0.5675544142723083,0.8835774064064026,0.5108929872512817,0.36458680033683777,0.4930567443370819,0.01502723153680563,0.4893344044685364,0.029404686763882637,something
0.580264687538147,0.7656745910644531,0.5059716105461121,0.37486135959625244,0.49333256483078003,0.020325839519500732,0.4898452162742615,0.021861324086785316,something
0.556961715221405,0.2201787233352661,0.5098875761032104,0.30147236585617065,0.4945518970489502,0.023851647973060608,0.4951935112476349,0.084926538169384,something
0.5207688808441162,0.18780051171779633,0.5266879796981812,0.34578999876976013,0.49131301045417786,0.019020266830921173,0.497624009847641,0.07210803031921387,something
0.5114535093307495,0.14690163731575012,0.5403100848197937,0.4207629859447479,0.4909741282463074,0.009685484692454338,0.5016776323318481,0.006921600550413132,something
0.5004627108573914,0.07018472999334335,0.5450725555419922,0.35911914706230164,0.49072420597076416,0.013991793617606163,0.501332700252533,0.008632692508399487,something
0.49020224809646606,0.0888185203075409,0.5458076000213623,0.33878082036972046,0.49063464999198914,0.019724691286683083,0.5016169548034668,0.0127547737210989,something
0.4852811396121979,0.20165179669857025,0.5281686186790466,0.39474624395370483,0.49110615253448486,0.01644943095743656,0.5079754590988159,0.050076305866241455,something
0.476990282535553,0.2479260414838791,0.5029950737953186,0.38242584466934204,0.4917186200618744,0.021944403648376465,0.5094335079193115,0.1173473596572876,something
0.5175159573554993,0.35425129532814026,0.46605372428894043,0.2738853693008423,0.49424415826797485,0.011745261028409004,0.5090546011924744,0.19093765318393707,something
0.5519386529922485,0.39301472902297974,0.4547249674797058,0.18223392963409424,0.4933302402496338,0.0017346199601888657,0.5047464966773987,0.17728468775749207,something
0.5564673542976379,0.38808438181877136,0.45506778359413147,0.21151268482208252,0.49267998337745667,0.005000531207770109,0.5021767020225525,0.16938070952892303,something
0.5595204830169678,0.3593899607658386,0.44635066390037537,0.46134287118911743,0.49173909425735474,0.01835276372730732,0.4848186671733856,0.10869530588388443,something
0.57247394323349,0.36620351672172546,0.46272337436676025,0.660651683807373,0.49222293496131897,0.01429125014692545,0.4776669144630432,0.043557941913604736,something
0.553460955619812,0.38170477747917175,0.47612759470939636,0.7206581830978394,0.49231061339378357,0.008354404009878635,0.478324294090271,0.09798910468816757,something
0.5258352756500244,0.3194419741630554,0.5406896471977234,0.5384060740470886,0.491452693939209,0.013822969980537891,0.481227308511734,0.1578761339187622,something
0.5106433033943176,0.24954882264137268,0.5485662221908569,0.469847708940506,0.49275463819503784,0.010501053184270859,0.49510645866394043,0.12813933193683624,something
0.5135045647621155,0.20632514357566833,0.5394871234893799,0.35093164443969727,0.49339890480041504,0.01360289752483368,0.4994547963142395,0.08926678448915482,something
0.4990098774433136,0.03927716240286827,0.5205543637275696,0.11382169276475906,0.4937567412853241,0.007875324226915836,0.5194261074066162,0.09409284591674805,something
0.48386871814727783,0.09482617676258087,0.4989928603172302,0.14551003277301788,0.4927830398082733,0.006928295828402042,0.5204159021377563,0.12611700594425201,something
0.48650482296943665,0.15565961599349976,0.49515411257743835,0.16242294013500214,0.49230679869651794,0.007036122027784586,0.5066523551940918,0.11628072708845139,something
0.4939574897289276,0.20085041224956512,0.502804696559906,0.16332286596298218,0.4929317831993103,0.007865109480917454,0.49696868658065796,0.07641948014497757,something
0.5006206631660461,0.21756872534751892,0.5394703149795532,0.051598042249679565,0.4926014542579651,0.0073542813770473,0.4852468967437744,0.08837943524122238,something
0.5030631422996521,0.22411903738975525,0.5343790054321289,0.08967998623847961,0.4926116168498993,0.008308252319693565,0.46142813563346863,0.15838788449764252,something
0.5205394625663757,0.22217890620231628,0.5025128126144409,0.3310234546661377,0.4923264682292938,0.009979135356843472,0.485444039106369,0.1861204206943512,something
0.5402860045433044,0.20729850232601166,0.4881531298160553,0.22451232373714447,0.49271130561828613,0.013380794785916805,0.5119032263755798,0.20558395981788635,something
0.5415568947792053,0.22321242094039917,0.49468711018562317,0.23025867342948914,0.49299848079681396,0.010681094601750374,0.5157067775726318,0.12351178377866745,something
0.5335416793823242,0.22671155631542206,0.5056538581848145,0.3439880311489105,0.4930760860443115,0.019753586500883102,0.5044644474983215,0.06071053445339203,something
0.5251582264900208,0.17399324476718903,0.4953520596027374,0.30242449045181274,0.49213656783103943,0.0201566144824028,0.500564694404602,0.035820867866277695,something
0.5156885385513306,0.05625911429524422,0.49168163537979126,0.2611125409603119,0.4929206967353821,0.021024027839303017,0.49716413021087646,0.028089120984077454,something
0.5131489634513855,0.07058445364236832,0.5038484334945679,0.21457481384277344,0.493252158164978,0.020621513947844505,0.4970252215862274,0.02801782824099064,something
0.5157161951065063,0.08990242332220078,0.5061536431312561,0.21958039700984955,0.49347883462905884,0.02114185132086277,0.4978923499584198,0.025951992720365524,something
0.5148029327392578,0.07981984317302704,0.5027263164520264,0.29101791977882385,0.4925840198993683,0.024102892726659775,0.49820998311042786,0.015317581593990326,something
0.5000054240226746,0.061400555074214935,0.493694543838501,0.324002742767334,0.4923284351825714,0.03367994725704193,0.49736690521240234,0.016813261434435844,something
0.49855998158454895,0.07684469223022461,0.4846499562263489,0.2841119170188904,0.4938003718852997,0.05497702956199646,0.497541218996048,0.011789793148636818,something
0.48805078864097595,0.061123937368392944,0.472550630569458,0.2196892946958542,0.49547654390335083,0.054521627724170685,0.49618035554885864,0.02891417406499386,something
0.44821035861968994,0.07601091265678406,0.43242666125297546,0.1088070496916771,0.4936915636062622,0.0994444414973259,0.49252912402153015,0.03243750333786011,something
0.4650457799434662,0.058545343577861786,0.4487052261829376,0.14215385913848877,0.4939732849597931,0.09311094880104065,0.4964240491390228,0.022802196443080902,something
0.564891517162323,0.2221425324678421,0.5779731869697571,0.5114786624908447,0.49127551913261414,0.034143056720495224,0.5020743608474731,0.01486264169216156,something
0.5707632303237915,0.15858586132526398,0.5822474360466003,0.5429635643959045,0.49174758791923523,0.011724636889994144,0.5014234185218811,0.016505369916558266,something
0.5020526051521301,0.16173940896987915,0.4966358244419098,0.021769003942608833,0.49023476243019104,0.04196768254041672,0.49612143635749817,0.005419979803264141,something
0.4860001504421234,0.019999444484710693,0.47222304344177246,0.16055917739868164,0.4920952320098877,0.022846587002277374,0.4964752495288849,0.009695448912680149,something
0.49655866622924805,0.053492471575737,0.4766663908958435,0.10923635214567184,0.49219900369644165,0.023084141314029694,0.49675360321998596,0.00599224166944623,something
0.5020727515220642,0.10643097013235092,0.49483153223991394,0.12860140204429626,0.4931187629699707,0.0039483956061303616,0.4969780743122101,0.002788736019283533,something
0.505447506904602,0.0962793305516243,0.5022180080413818,0.12359101325273514,0.4928022027015686,0.002906294073909521,0.4971410036087036,0.002471261890605092,something
0.5109784603118896,0.03385375812649727,0.5187342762947083,0.09877574443817139,0.4925265610218048,0.0065744793973863125,0.49704623222351074,0.005807023961097002,something
0.502327561378479,0.017898425459861755,0.5090166926383972,0.16486476361751556,0.4926777780056,0.004760961513966322,0.4966851770877838,0.003285104176029563,something
0.5001320838928223,0.00919041596353054,0.4966926872730255,0.1476294994354248,0.4925020933151245,0.006212499924004078,0.4969492256641388,0.00460482481867075,something
0.5049183964729309,0.006119302939623594,0.487820565700531,0.02810739167034626,0.4934674799442291,0.003957864362746477,0.4963986277580261,0.004455249756574631,something
0.505017101764679,0.009400584734976292,0.4869152009487152,0.025886233896017075,0.4925849139690399,0.0034154898021370173,0.49695849418640137,0.004005614202469587,something
0.5064147114753723,0.014164433814585209,0.49040812253952026,0.022785944864153862,0.4929121434688568,0.0037398217245936394,0.49744024872779846,0.007254061754792929,something
0.5042099952697754,0.006229592952877283,0.49235665798187256,0.03390539437532425,0.49318841099739075,0.0019699919503182173,0.4959820508956909,0.002881749300286174,something
0.5055411458015442,0.004254535771906376,0.4930227994918823,0.02874837815761566,0.492971807718277,0.0016670988406985998,0.4964013993740082,0.0041128103621304035,something
0.5065341591835022,0.01352006383240223,0.49110156297683716,0.04253081977367401,0.49273258447647095,0.007004192098975182,0.49721741676330566,0.0060908072628080845,something
0.5080198049545288,0.010455751791596413,0.49184533953666687,0.02447809837758541,0.4922561049461365,0.004601036198437214,0.4971901476383209,0.006229183170944452,something
0.5093665719032288,0.02118387632071972,0.49071943759918213,0.026191147044301033,0.49233829975128174,0.002087607979774475,0.49663811922073364,0.006402996834367514,something
0.5097134113311768,0.038195159286260605,0.49961423873901367,0.022400114685297012,0.4930727183818817,0.05536710470914841,0.4966563582420349,0.008369004353880882,something
0.5051100850105286,0.025945566594600677,0.4952021539211273,0.08468002080917358,0.5025879740715027,0.10725617408752441,0.4957060217857361,0.004937099292874336,something
0.48699265718460083,0.0280288178473711,0.48636165261268616,0.08218756318092346,0.49552908539772034,0.12906058132648468,0.49193519353866577,0.07807781547307968,something
0.49688461422920227,0.13470299541950226,0.4874602258205414,0.08189400285482407,0.48940935730934143,0.09075112640857697,0.4978176951408386,0.013849039562046528,something
0.5038643479347229,0.11871229112148285,0.48984891176223755,0.08285440504550934,0.4878741502761841,0.06623241305351257,0.49702295660972595,0.015392734669148922,something
0.5127305388450623,0.057373691350221634,0.5016778707504272,0.0315648689866066,0.49637478590011597,0.05685248598456383,0.49831438064575195,0.03989088535308838,something
0.526771068572998,0.07415124028921127,0.5128186941146851,0.0667722150683403,0.5012112855911255,0.0894249901175499,0.497825026512146,0.024157008156180382,something
0.5374263525009155,0.05031176283955574,0.5085593461990356,0.09176553040742874,0.49684950709342957,0.08834175765514374,0.49786272644996643,0.03131488338112831,something
0.5064874887466431,0.06371603161096573,0.48316994309425354,0.0228048637509346,0.488729327917099,0.03759205341339111,0.4963664412498474,0.024485187605023384,something
0.4989713728427887,0.10133999586105347,0.48191243410110474,0.03898392245173454,0.4900622069835663,0.020782124251127243,0.4968086779117584,0.014152687042951584,something
0.49110618233680725,0.19415132701396942,0.4873836040496826,0.12136669456958771,0.4827801287174225,0.030647242441773415,0.49688395857810974,0.022250114008784294,something
0.47650521993637085,0.18613353371620178,0.4778795540332794,0.13020287454128265,0.4764344394207001,0.1847410649061203,0.49569985270500183,0.022794418036937714,something
0.4863762855529785,0.15461105108261108,0.47341233491897583,0.24927031993865967,0.47382041811943054,0.25128644704818726,0.49560779333114624,0.013630697503685951,something
0.5398226976394653,0.08347155898809433,0.5087503790855408,0.3945392072200775,0.5346934199333191,0.13776515424251556,0.4990873336791992,0.014227026142179966,something
