AccelNorm_0,GyroNorm_0,AccelNorm_1,GyroNorm_1,AccelNorm_2,GyroNorm_2,AccelNorm_3,GyroNorm_3,Label
0.5215555429458618,0.03989492356777191,0.4939377009868622,0.026075342670083046,0.4929569661617279,0.01997382380068302,0.4966404438018799,0.00953094195574522,something
0.5021169781684875,0.0031560705974698067,0.48714661598205566,0.003659922629594803,0.49242570996284485,0.0035884485114365816,0.4968307316303253,0.012073097750544548,something
0.5009095072746277,0.005151612684130669,0.4892323613166809,0.005615624599158764,0.49245157837867737,0.0044414810836315155,0.4971978962421417,0.010567393153905869,something
0.503190279006958,0.005706240423023701,0.48560553789138794,0.009759552776813507,0.49236181378364563,0.0024789951276034117,0.4976925849914551,0.11770886927843094,something
0.504146933555603,0.007023658137768507,0.48577865958213806,0.004512452054768801,0.4922834038734436,0.0026950377505272627,0.4876565635204315,0.27385038137435913,something
0.5017375349998474,0.001286643440835178,0.4849003553390503,0.03458588942885399,0.4922131299972534,0.0025257389061152935,0.4974301755428314,0.03163696452975273,something
0.503470778465271,0.004346224945038557,0.4851810038089752,0.023674027994275093,0.49229398369789124,0.002340795239433646,0.49687865376472473,0.0064611900597810745,something
0.5027516484260559,0.009332285262644291,0.4823015630245209,0.08098387718200684,0.49229684472084045,0.0022798560094088316,0.4995700418949127,0.10979130119085312,something
0.5017315149307251,0.02437211386859417,0.48604536056518555,0.0722796842455864,0.4923892915248871,0.0027642245404422283,0.4979584813117981,0.1111050397157669,something
0.5031308531761169,0.009526834823191166,0.48861461877822876,0.03624638542532921,0.49243399500846863,0.0030284214299172163,0.49677351117134094,0.08470035344362259,something
0.5039798021316528,0.00850642193108797,0.48742541670799255,0.028683248907327652,0.49231621623039246,0.0019732278306037188,0.49631261825561523,0.07194982469081879,something
0.5027924180030823,0.015770403668284416,0.48872777819633484,0.022656962275505066,0.4926067888736725,0.00287761352956295,0.4948752224445343,0.017802588641643524,something
0.500731885433197,0.023224230855703354,0.49119994044303894,0.004845618270337582,0.4924781918525696,0.002790413098409772,0.4948292076587677,0.010917454026639462,something
0.49749821424484253,0.02281588315963745,0.4900009036064148,0.009682982228696346,0.4922337234020233,0.0014151094947010279,0.4958154559135437,0.004389171022921801,something
0.49584025144577026,0.00673061516135931,0.48782724142074585,0.01749003306031227,0.4922136664390564,0.0016499158227816224,0.49720945954322815,0.0038187175523489714,something
0.4996921122074127,0.009826397523283958,0.4833880364894867,0.020498046651482582,0.4923170208930969,0.001848577638156712,0.49719077348709106,0.007931671105325222,something
0.5041016936302185,0.024863792583346367,0.4859599769115448,0.012437351979315281,0.49238353967666626,0.0030941420700401068,0.4971788227558136,0.009648350067436695,something
0.5067537426948547,0.0305787306278944,0.4852057993412018,0.010259289294481277,0.49253296852111816,0.003659922629594803,0.4972710907459259,0.010033714585006237,something
0.5082130432128906,0.041310153901576996,0.48616260290145874,0.013925610110163689,0.49248164892196655,0.00626866240054369,0.49714717268943787,0.009186943992972374,something
